,Image_Name,Area_avg,Area_max,Area_std,Aspect_ratio_avg,Roundness_avg,Roundness_std,Max angle,Uniqueness_avg,Uniqueness_std,Pore counts,RDF025,pc1,pc2,pc3,pore%,Sample,Power,Speed,Energy_Density,Normalized_Enthalpy,mu,sigma,skewness,kurtosis,Simulation temperature skeweness,Simulation length,Simulation width,Simulation depth,Simulation ratio
628,48_3_2,141.833,469.742,97.677,1.411,0.84,0.085,105.0,0.862,0.211,89.0,66.2,0.5530939409753461,0.0027857959612756,-0.0036472210063623,0.45222222222222,48,110.0,525.0,99.77324263,8.546351981,817.1137557263374,23.735439293589412,-0.3745066347281818,0.883467436624227,1.5541294052591172,0.0002629325,0.00011797054,7.009896e-05,2.228797969391341
627,48_3_1,116.112,449.018,90.065,1.329,0.85,0.066,112.0,0.82,0.22,87.0,64.7,0.3705912796492307,-0.0012324195298976,-0.0022661422881097,0.37944444444444,48,110.0,525.0,99.77324263,8.546351981,817.1137557263374,23.735439293589412,-0.3745066347281818,0.883467436624227,1.5541294052591172,0.0002629325,0.00011797054,7.009896e-05,2.228797969391341
626,48_2_4,115.924,587.178,106.19,1.348,0.857,0.084,126.0,0.836,0.199,96.0,68.55,0.484240316769282,0.0002777696190866,-0.0028605432838668,0.42500000000000004,48,110.0,525.0,99.77324263,8.546351981,817.1137557263374,23.735439293589412,-0.3745066347281818,0.883467436624227,1.5541294052591172,0.0002629325,0.00011797054,7.009896e-05,2.228797969391341
632,48_4_2,171.932,992.446,176.905,1.354,0.848,0.081,104.0,0.848,0.235,81.0,68.85,0.6258698000594433,0.0107508074149849,-0.0042785553449105,0.48222222222222,48,110.0,525.0,99.77324263,8.546351981,817.1137557263374,23.735439293589412,-0.3745066347281818,0.883467436624227,1.5541294052591172,0.0002629325,0.00011797054,7.009896e-05,2.228797969391341
624,48_2_2,129.188,414.478,84.032,1.303,0.869,0.063,124.0,0.875,0.157,77.0,67.95,0.356151266833835,-0.0008317171554711,-0.0037400967380429,0.37361111111111,48,110.0,525.0,99.77324263,8.546351981,817.1137557263374,23.735439293589412,-0.3745066347281818,0.883467436624227,1.5541294052591172,0.0002629325,0.00011797054,7.009896e-05,2.228797969391341
623,48_2_1,120.752,492.769,92.759,1.314,0.848,0.08,116.0,0.812,0.233,84.0,68.0,0.4023614716036197,-0.0004950803318185,-0.0035818636722389,0.39249999999999996,48,110.0,525.0,99.77324263,8.546351981,817.1137557263374,23.735439293589412,-0.3745066347281818,0.883467436624227,1.5541294052591172,0.0002629325,0.00011797054,7.009896e-05,2.228797969391341
622,48_1_4,14477.672,1651450.199,153316.551,1.314,0.86,0.081,130.0,0.823,0.207,115.0,68.6,0.7333330476387194,0.0002575259924689,-0.003938980448442,0.52305555555555,48,110.0,525.0,99.77324263,8.546351981,817.1137557263374,23.735439293589412,-0.3745066347281818,0.883467436624227,1.5541294052591172,0.0002629325,0.00011797054,7.009896e-05,2.228797969391341
621,48_1_3,20052.073,1650526.833,180055.862,1.318,0.86,0.078,150.0,0.906,0.215,83.0,62.2,0.7806874545768603,0.0142686160810902,-0.0049299369105,0.54388888888888,48,110.0,525.0,99.77324263,8.546351981,817.1137557263374,23.735439293589412,-0.3745066347281818,0.883467436624227,1.5541294052591172,0.0002629325,0.00011797054,7.009896e-05,2.228797969391341
620,48_1_2,157.181,476.65,123.824,1.363,0.852,0.083,118.0,0.852,0.248,69.0,66.9,0.3568117374846893,0.0044619876392358,-0.0041413056829718,0.37472222222222,48,110.0,525.0,99.77324263,8.546351981,817.1137557263374,23.735439293589412,-0.3745066347281818,0.883467436624227,1.5541294052591172,0.0002629325,0.00011797054,7.009896e-05,2.228797969391341
619,48_1_1,112.188,607.902,89.31,1.296,0.863,0.069,115.0,0.828,0.219,104.0,66.15,0.5116786547252308,-0.0022116012733886,-0.0020949817359442,0.43555555555555,48,110.0,525.0,99.77324263,8.546351981,817.1137557263374,23.735439293589412,-0.3745066347281818,0.883467436624227,1.5541294052591172,0.0002629325,0.00011797054,7.009896e-05,2.228797969391341
625,48_2_3,151.459,550.335,110.507,1.326,0.852,0.075,104.0,0.876,0.23,49.0,58.55,0.1052015771535121,0.0017148140984486,-0.0025969799382812,0.27499999999999997,48,110.0,525.0,99.77324263,8.546351981,817.1137557263374,23.735439293589412,-0.3745066347281818,0.883467436624227,1.5541294052591172,0.0002629325,0.00011797054,7.009896e-05,2.228797969391341
649,49_4_3,244.082,287.832,43.751,1.52,0.804,0.082,69.0,1.125,0.004,2.0,600.0,-0.5550085332718285,0.0002522714084789,0.0010182511943741,0.01555555555555,49,110.0,575.0,91.09730849,8.166322082,816.9821340693669,23.74236457295423,-0.3731266992527905,0.8790669590587306,1.5011632114706364,0.000250863,0.00010900132,7.394023e-05,2.301467541860961
644,49_3_2,118136.882,1652391.986,425525.847,1.102,0.844,0.051,90.0,0.555,0.283,14.0,58.625,-0.456263259670977,0.0020240983910692,0.000383646337923,0.05444444444443999,49,110.0,575.0,91.09730849,8.166322082,816.9821340693669,23.74236457295423,-0.3731266992527905,0.8790669590587306,1.5011632114706364,0.000250863,0.00010900132,7.394023e-05,2.301467541860961
650,49_4_4,147.699,499.677,153.278,1.12,0.89,0.035,70.0,0.82,0.187,7.0,600.0,-0.4998539818574948,0.0009473045914112,0.00051641280699,0.037222222222220006,49,110.0,575.0,91.09730849,8.166322082,816.9821340693669,23.74236457295423,-0.3731266992527905,0.8790669590587306,1.5011632114706364,0.000250863,0.00010900132,7.394023e-05,2.301467541860961
648,49_4_2,62.172,112.83,34.982,1.102,0.871,0.046,90.0,0.647,0.288,5.0,600.0,-0.5534456161938406,-0.0003060603558432,0.0011605888725583,0.01611111111111,49,110.0,575.0,91.09730849,8.166322082,816.9821340693669,23.74236457295423,-0.3731266992527905,0.8790669590587306,1.5011632114706364,0.000250863,0.00010900132,7.394023e-05,2.301467541860961
647,49_4_1,69.591,225.66,57.508,1.18,0.882,0.04,90.0,0.632,0.183,9.0,119.675,-0.5293115249591887,-0.0003786685134934,0.0010374625633604,0.025555555555550002,49,110.0,575.0,91.09730849,8.166322082,816.9821340693669,23.74236457295423,-0.3731266992527905,0.8790669590587306,1.5011632114706364,0.000250863,0.00010900132,7.394023e-05,2.301467541860961
646,49_3_4,73.685,108.225,38.496,1.036,0.862,0.045,90.0,0.777,0.283,4.0,600.0,-0.5648394616628409,-0.0001734056791155,0.0011564843930152,0.01166666666666,49,110.0,575.0,91.09730849,8.166322082,816.9821340693669,23.74236457295423,-0.3731266992527905,0.8790669590587306,1.5011632114706364,0.000250863,0.00010900132,7.394023e-05,2.301467541860961
645,49_3_3,107.896,366.123,115.779,1.214,0.894,0.044,81.0,0.755,0.207,7.0,14.8,-0.5260157777762565,0.0004594263444536,0.0008381429581704,0.02694444444444,49,110.0,575.0,91.09730849,8.166322082,816.9821340693669,23.74236457295423,-0.3731266992527905,0.8790669590587306,1.5011632114706364,0.000250863,0.00010900132,7.394023e-05,2.301467541860961
643,49_3_1,91.185,267.108,75.062,1.265,0.859,0.068,102.0,0.719,0.236,10.0,74.425,-0.4839815940947995,-9.888830676660254e-05,0.0006567156411089,0.04333333333333,49,110.0,575.0,91.09730849,8.166322082,816.9821340693669,23.74236457295423,-0.3731266992527905,0.8790669590587306,1.5011632114706364,0.000250863,0.00010900132,7.394023e-05,2.301467541860961
635,49_1_1,68.389,193.423,55.96,1.068,0.89,0.052,90.0,0.687,0.205,10.0,92.55,-0.5271638747476791,-0.0004558162466767,0.0010282882733401,0.02638888888888,49,110.0,575.0,91.09730849,8.166322082,816.9821340693669,23.74236457295423,-0.3731266992527905,0.8790669590587306,1.5011632114706364,0.000250863,0.00010900132,7.394023e-05,2.301467541860961
641,49_2_3,56.415,131.252,46.068,1.05,0.889,0.031,63.0,0.659,0.251,4.0,600.0,-0.5712232777405739,-9.383044939999777e-05,0.0011723056685869,0.009166666666666668,49,110.0,575.0,91.09730849,8.166322082,816.9821340693669,23.74236457295423,-0.3731266992527905,0.8790669590587306,1.5011632114706364,0.000250863,0.00010900132,7.394023e-05,2.301467541860961
640,49_2_2,90.264,232.568,77.711,1.365,0.855,0.049,90.0,0.8,0.236,10.0,66.625,-0.5124213000401715,1.3307258852427902e-05,0.0009030953409615,0.03222222222222,49,110.0,575.0,91.09730849,8.166322082,816.9821340693669,23.74236457295423,-0.3731266992527905,0.8790669590587306,1.5011632114706364,0.000250863,0.00010900132,7.394023e-05,2.301467541860961
639,49_2_1,78.29,248.687,89.62,1.083,0.797,0.101,111.0,0.615,0.306,5.0,600.0,-0.5514075538022596,0.0001056136977103,0.0009764530373327,0.016944444444439998,49,110.0,575.0,91.09730849,8.166322082,816.9821340693669,23.74236457295423,-0.3731266992527905,0.8790669590587306,1.5011632114706364,0.000250863,0.00010900132,7.394023e-05,2.301467541860961
638,49_1_4,70.126,297.043,77.891,1.131,0.86,0.041,90.0,0.67,0.262,11.0,82.9,-0.5152020130959649,-0.0002642967562639,0.0008884073874968,0.03111111111111,49,110.0,575.0,91.09730849,8.166322082,816.9821340693669,23.74236457295423,-0.3731266992527905,0.8790669590587306,1.5011632114706364,0.000250863,0.00010900132,7.394023e-05,2.301467541860961
637,49_1_3,85.198,239.476,94.015,1.35,0.821,0.035,90.0,0.677,0.388,4.0,600.0,-0.5570588548201123,-2.242114638018414e-06,0.001041510874824,0.01472222222222,49,110.0,575.0,91.09730849,8.166322082,816.9821340693669,23.74236457295423,-0.3731266992527905,0.8790669590587306,1.5011632114706364,0.000250863,0.00010900132,7.394023e-05,2.301467541860961
636,49_1_2,258.761,1547.386,493.798,1.132,0.862,0.075,104.0,0.723,0.3,8.0,600.0,-0.4226762547001697,0.0074037884803102,0.0022952047263629,0.06888888888888,49,110.0,575.0,91.09730849,8.166322082,816.9821340693669,23.74236457295423,-0.3731266992527905,0.8790669590587306,1.5011632114706364,0.000250863,0.00010900132,7.394023e-05,2.301467541860961
642,49_2_4,58.59,135.857,41.549,1.144,0.876,0.033,90.0,0.583,0.172,9.0,600.0,-0.5196007167179201,-0.0001082202860366,0.0010729405459283,0.02944444444444,49,110.0,575.0,91.09730849,8.166322082,816.9821340693669,23.74236457295423,-0.3731266992527905,0.8790669590587306,1.5011632114706364,0.000250863,0.00010900132,7.394023e-05,2.301467541860961
666,50_4_4,39.145,39.145,0.0,1.2,0.871,0.0,59.0,0.602,0.0,1.0,600.0,-0.5904155267519368,9.035478353596857e-05,0.0012162157213732,0.0016666666666666668,50,110.0,625.0,83.80952381,7.832860974,816.6869635498485,23.741840406587496,-0.3768672111481851,0.8840389446589243,1.4993018867827306,0.0002542230999999,0.00011158224,6.618955e-05,2.2783473427312444
665,50_4_3,29.935,62.172,23.103,1.0,0.84,0.04,90.0,0.436,0.127,3.0,600.0,-0.5825877372854024,-3.01922318443166e-05,0.0012230941303243,0.004722222222222222,50,110.0,625.0,83.80952381,7.832860974,816.6869635498485,23.741840406587496,-0.3768672111481851,0.8840389446589243,1.4993018867827306,0.0002542230999999,0.00011158224,6.618955e-05,2.2783473427312444
664,50_4_2,40.527,110.528,37.118,1.74,0.811,0.076,126.0,0.61,0.203,5.0,17.9,-0.574769337832342,-0.0001377860154174,0.0012422828925659,0.007777777777777778,50,110.0,625.0,83.80952381,7.832860974,816.6869635498485,23.741840406587496,-0.3768672111481851,0.8840389446589243,1.4993018867827306,0.0002542230999999,0.00011158224,6.618955e-05,2.2783473427312444
663,50_4_1,44.672,94.409,26.177,1.508,0.806,0.063,112.0,0.672,0.197,10.0,600.0,-0.5415620039539131,-0.0005052273798708,0.0014451906160947,0.02083333333333,50,110.0,625.0,83.80952381,7.832860974,816.6869635498485,23.741840406587496,-0.3768672111481851,0.8840389446589243,1.4993018867827306,0.0002542230999999,0.00011158224,6.618955e-05,2.2783473427312444
662,50_3_4,41.448,41.448,0.0,1.0,0.747,0.0,71.0,0.887,0.0,1.0,600.0,-0.5854341504630529,1.4371250234211038e-05,0.001218100114175,0.003611111111111111,50,110.0,625.0,83.80952381,7.832860974,816.6869635498485,23.741840406587496,-0.3768672111481851,0.8840389446589243,1.4993018867827306,0.0002542230999999,0.00011158224,6.618955e-05,2.2783473427312444
661,50_3_3,34.54,59.869,25.329,1.0,0.796,0.01,90.0,0.59,0.298,2.0,600.0,-0.5854359632996026,2.271624913697568e-05,0.00121673526426,0.003611111111111111,50,110.0,625.0,83.80952381,7.832860974,816.6869635498485,23.741840406587496,-0.3768672111481851,0.8840389446589243,1.4993018867827306,0.0002542230999999,0.00011158224,6.618955e-05,2.2783473427312444
660,50_3_2,119.738,207.239,87.501,1.1,0.899,0.044,56.0,0.82,0.159,2.0,600.0,-0.5719814629574724,0.0001538165071451,0.0010493764532481,0.008888888888888889,50,110.0,625.0,83.80952381,7.832860974,816.6869635498485,23.741840406587496,-0.3768672111481851,0.8840389446589243,1.4993018867827306,0.0002542230999999,0.00011158224,6.618955e-05,2.2783473427312444
659,50_3_1,49.123,71.382,16.426,1.139,0.813,0.021,90.0,0.695,0.188,3.0,600.0,-0.5740599359052023,-9.45661383430304e-05,0.0011818246970542,0.008055555555555555,50,110.0,625.0,83.80952381,7.832860974,816.6869635498485,23.741840406587496,-0.3768672111481851,0.8840389446589243,1.4993018867827306,0.0002542230999999,0.00011158224,6.618955e-05,2.2783473427312444
658,50_2_4,27.056,52.961,14.956,1.229,0.854,0.005,78.0,0.462,0.081,4.0,600.0,-0.5797399844881373,-7.937675791677937e-05,0.0012291839529728,0.005833333333333334,50,110.0,625.0,83.80952381,7.832860974,816.6869635498485,23.741840406587496,-0.3768672111481851,0.8840389446589243,1.4993018867827306,0.0002542230999999,0.00011158224,6.618955e-05,2.2783473427312444
657,50_2_3,24.178,39.145,14.967,1.0,0.828,0.043,90.0,0.447,0.155,2.0,600.0,-0.5868566882241572,3.075556324813213e-05,0.0012232412557124,0.0030555555555555553,50,110.0,625.0,83.80952381,7.832860974,816.6869635498485,23.741840406587496,-0.3768672111481851,0.8840389446589243,1.4993018867827306,0.0002542230999999,0.00011158224,6.618955e-05,2.2783473427312444
656,50_2_2,23.027,32.237,9.949,1.0,0.846,0.07,90.0,0.514,0.159,3.0,600.0,-0.5840087483167047,-2.1224505326977533e-05,0.0012351596378794,0.004166666666666667,50,110.0,625.0,83.80952381,7.832860974,816.6869635498485,23.741840406587496,-0.3768672111481851,0.8840389446589243,1.4993018867827306,0.0002542230999999,0.00011158224,6.618955e-05,2.2783473427312444
655,50_2_1,147.37,285.53,138.159,1.871,0.632,0.153,90.0,0.707,0.415,2.0,600.0,-0.5656918849801689,0.0004455773014877,0.0009783648033287,0.01138888888888,50,110.0,625.0,83.80952381,7.832860974,816.6869635498485,23.741840406587496,-0.3768672111481851,0.8840389446589243,1.4993018867827306,0.0002542230999999,0.00011158224,6.618955e-05,2.2783473427312444
654,50_1_4,35.691,52.961,17.27,1.2,0.852,0.006,78.0,0.509,0.094,2.0,600.0,-0.5868566916224283,3.24945657093516e-05,0.0012201806543144,0.0030555555555555553,50,110.0,625.0,83.80952381,7.832860974,816.6869635498485,23.741840406587496,-0.3768672111481851,0.8840389446589243,1.4993018867827306,0.0002542230999999,0.00011158224,6.618955e-05,2.2783473427312444
653,50_1_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,-0.5946859280726231,0.0001599693929454,0.0012092942419621,0.0,50,110.0,625.0,83.80952381,7.832860974,816.6869635498485,23.741840406587496,-0.3768672111481851,0.8840389446589243,1.4993018867827306,0.0002542230999999,0.00011158224,6.618955e-05,2.2783473427312444
652,50_1_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,-0.5946859280726231,0.0001599693929454,0.0012092942419621,0.0,50,110.0,625.0,83.80952381,7.832860974,816.6869635498485,23.741840406587496,-0.3768672111481851,0.8840389446589243,1.4993018867827306,0.0002542230999999,0.00011158224,6.618955e-05,2.2783473427312444
651,50_1_1,49.123,66.777,21.791,1.444,0.846,0.032,75.0,0.54,0.088,3.0,600.0,-0.5790335905440365,-6.154540663057911e-05,0.0012091322806376,0.0061111111111111106,50,110.0,625.0,83.80952381,7.832860974,816.6869635498485,23.741840406587496,-0.3768672111481851,0.8840389446589243,1.4993018867827306,0.0002542230999999,0.00011158224,6.618955e-05,2.2783473427312444
681,51_4_3,61.02,149.673,40.297,1.163,0.846,0.047,90.0,0.613,0.25,8.0,97.1,-0.5399381877831494,-0.0004325299876902,0.0011046217399978,0.02138888888888,51,110.0,675.0,77.60141093,7.537173986,816.4267608948865,23.741876924485197,-0.3769520553442086,0.8923184189401661,1.6130089201325133,0.0002643354,0.00010540629,6.167371e-05,2.507776338584728
680,51_4_2,58.718,108.225,32.693,1.208,0.86,0.041,90.0,0.66,0.233,6.0,13.9,-0.5548961546749904,-0.0002892027599488,0.001199361880105,0.01555555555555,51,110.0,675.0,77.60141093,7.537173986,816.4267608948865,23.741876924485197,-0.3769520553442086,0.8923184189401661,1.6130089201325133,0.0002643354,0.00010540629,6.167371e-05,2.507776338584728
679,51_4_1,58.334,115.133,43.582,1.067,0.864,0.057,90.0,0.471,0.247,3.0,600.0,-0.5754891087217118,-4.405405760411614e-05,0.0011680145795739,0.0075,51,110.0,675.0,77.60141093,7.537173986,816.4267608948865,23.741876924485197,-0.3769520553442086,0.8923184189401661,1.6130089201325133,0.0002643354,0.00010540629,6.167371e-05,2.507776338584728
678,51_3_4,71.547,345.399,81.129,1.281,0.874,0.055,104.0,0.716,0.203,14.0,84.6,-0.4846708304341199,-0.0003638732124187,0.0008370992179771,0.04305555555555,51,110.0,675.0,77.60141093,7.537173986,816.4267608948865,23.741876924485197,-0.3769520553442086,0.8923184189401661,1.6130089201325133,0.0002643354,0.00010540629,6.167371e-05,2.507776338584728
677,51_3_3,62.364,175.002,51.312,1.175,0.863,0.038,90.0,0.654,0.261,12.0,10.3,-0.5151365691932652,-0.0004398772918681,0.0010254893589384,0.03111111111111,51,110.0,675.0,77.60141093,7.537173986,816.4267608948865,23.741876924485197,-0.3769520553442086,0.8923184189401661,1.6130089201325133,0.0002643354,0.00010540629,6.167371e-05,2.507776338584728
682,51_4_4,33.075,64.474,17.434,1.132,0.875,0.055,90.0,0.554,0.185,11.0,121.9,-0.5527022662741673,-0.0005312274262998,0.0012960814680774,0.016388888888879998,51,110.0,675.0,77.60141093,7.537173986,816.4267608948865,23.741876924485197,-0.3769520553442086,0.8923184189401661,1.6130089201325133,0.0002643354,0.00010540629,6.167371e-05,2.507776338584728
676,51_3_2,88.077,276.319,108.791,1.133,0.867,0.045,90.0,0.724,0.232,4.0,600.0,-0.56277119209861,0.0001723864017479,0.001025632762216,0.0125,51,110.0,675.0,77.60141093,7.537173986,816.4267608948865,23.741876924485197,-0.3769520553442086,0.8923184189401661,1.6130089201325133,0.0002643354,0.00010540629,6.167371e-05,2.507776338584728
675,51_3_1,41.448,57.566,16.119,1.167,0.88,0.04,90.0,0.79,0.031,2.0,600.0,-0.5833030557689561,-7.185288307254413e-07,0.0012112997867609,0.0044444444444444444,51,110.0,675.0,77.60141093,7.537173986,816.4267608948865,23.741876924485197,-0.3769520553442086,0.8923184189401661,1.6130089201325133,0.0002643354,0.00010540629,6.167371e-05,2.507776338584728
671,51_2_1,44.813,170.397,44.574,1.192,0.855,0.039,90.0,0.679,0.258,13.0,100.75,-0.5286586282169481,-0.0006950684984236,0.0011548332408782,0.02583333333333,51,110.0,675.0,77.60141093,7.537173986,816.4267608948865,23.741876924485197,-0.3769520553442086,0.8923184189401661,1.6130089201325133,0.0002643354,0.00010540629,6.167371e-05,2.507776338584728
673,51_2_3,61.349,158.883,37.288,1.234,0.869,0.043,90.0,0.738,0.218,14.0,69.125,-0.4994786900610223,-0.0008468022035702,0.0010362498461258,0.037222222222220006,51,110.0,675.0,77.60141093,7.537173986,816.4267608948865,23.741876924485197,-0.3769520553442086,0.8923184189401661,1.6130089201325133,0.0002643354,0.00010540629,6.167371e-05,2.507776338584728
672,51_2_2,42.024,75.988,26.223,1.133,0.843,0.046,90.0,0.74,0.27,4.0,67.2,-0.5726331593832322,-0.0001443061706854,0.0012125044690913,0.008611111111111111,51,110.0,675.0,77.60141093,7.537173986,816.4267608948865,23.741876924485197,-0.3769520553442086,0.8923184189401661,1.6130089201325133,0.0002643354,0.00010540629,6.167371e-05,2.507776338584728
670,51_1_4,60.425,115.133,30.98,1.144,0.873,0.047,90.0,0.703,0.202,29.0,67.1,-0.4120972910228777,-0.0020841430902798,0.0010486420603019,0.07138888888888,51,110.0,675.0,77.60141093,7.537173986,816.4267608948865,23.741876924485197,-0.3769520553442086,0.8923184189401661,1.6130089201325133,0.0002643354,0.00010540629,6.167371e-05,2.507776338584728
669,51_1_3,54.88,105.922,24.348,1.101,0.895,0.046,94.0,0.649,0.201,18.0,78.6,-0.4915828136675774,-0.0012377345381247,0.0012140628450418,0.04027777777777,51,110.0,675.0,77.60141093,7.537173986,816.4267608948865,23.741876924485197,-0.3769520553442086,0.8923184189401661,1.6130089201325133,0.0002643354,0.00010540629,6.167371e-05,2.507776338584728
668,51_1_2,56.287,99.014,28.371,1.106,0.887,0.024,75.0,0.653,0.194,9.0,83.9,-0.5321338358563757,-0.0005800459450669,0.0011177829866312,0.024444444444439998,51,110.0,675.0,77.60141093,7.537173986,816.4267608948865,23.741876924485197,-0.3769520553442086,0.8923184189401661,1.6130089201325133,0.0002643354,0.00010540629,6.167371e-05,2.507776338584728
667,51_1_1,52.194,101.317,24.219,1.212,0.879,0.035,81.0,0.704,0.182,15.0,60.9,-0.507985063015417,-0.0009719919495206,0.0011881128059789,0.033888888888879996,51,110.0,675.0,77.60141093,7.537173986,816.4267608948865,23.741876924485197,-0.3769520553442086,0.8923184189401661,1.6130089201325133,0.0002643354,0.00010540629,6.167371e-05,2.507776338584728
674,51_2_4,56.365,264.806,52.244,1.138,0.883,0.048,90.0,0.682,0.218,23.0,67.275,-0.4555223129629262,-0.001377243395564,0.0010058398716628,0.05444444444443999,51,110.0,675.0,77.60141093,7.537173986,816.4267608948865,23.741876924485197,-0.3769520553442086,0.8923184189401661,1.6130089201325133,0.0002643354,0.00010540629,6.167371e-05,2.507776338584728
698,52_4_4,57.347,232.568,55.5,1.128,0.878,0.058,90.0,0.659,0.229,21.0,44.8,-0.465453144761493,-0.0010380504452146,0.0009514058718838,0.050555555555550004,52,110.0,725.0,72.24958949,7.272628837,815.9462070724785,23.72617637019142,-0.3815197444398814,0.9006661250348778,1.533473854730094,0.0002537472,0.00010604405,5.8014990000000005e-05,2.392847123435968
697,52_4_3,81.656,209.542,59.948,1.268,0.862,0.03,90.0,0.744,0.223,13.0,40.05,-0.4924901244989357,-0.0003912006003701,0.0008993543813753,0.04,52,110.0,725.0,72.24958949,7.272628837,815.9462070724785,23.72617637019142,-0.3815197444398814,0.9006661250348778,1.533473854730094,0.0002537472,0.00010604405,5.8014990000000005e-05,2.392847123435968
696,52_4_2,94.985,140.462,42.346,1.246,0.881,0.023,75.0,0.861,0.155,4.0,600.0,-0.5591539560128218,-0.0001357621550319,0.001096876606829,0.013888888888880001,52,110.0,725.0,72.24958949,7.272628837,815.9462070724785,23.72617637019142,-0.3815197444398814,0.9006661250348778,1.533473854730094,0.0002537472,0.00010604405,5.8014990000000005e-05,2.392847123435968
695,52_4_1,125.181,361.517,101.589,1.375,0.832,0.07,90.0,0.842,0.276,11.0,74.375,-0.4728028478839916,0.0002396912474311,0.0004812671525182,0.04777777777777,52,110.0,725.0,72.24958949,7.272628837,815.9462070724785,23.72617637019142,-0.3815197444398814,0.9006661250348778,1.533473854730094,0.0002537472,0.00010604405,5.8014990000000005e-05,2.392847123435968
694,52_3_4,84.397,439.808,97.411,1.396,0.843,0.078,91.0,0.767,0.18,23.0,79.0,-0.3983572611354552,-9.278638968441736e-05,0.0002472806894045,0.07694444444444,52,110.0,725.0,72.24958949,7.272628837,815.9462070724785,23.72617637019142,-0.3815197444398814,0.9006661250348778,1.533473854730094,0.0002537472,0.00010604405,5.8014990000000005e-05,2.392847123435968
693,52_3_3,86.062,276.319,88.809,1.145,0.862,0.05,90.0,0.642,0.29,8.0,31.45,-0.53012776597766,7.260177987323147e-05,0.000861222532493,0.02527777777777,52,110.0,725.0,72.24958949,7.272628837,815.9462070724785,23.72617637019142,-0.3815197444398814,0.9006661250348778,1.533473854730094,0.0002537472,0.00010604405,5.8014990000000005e-05,2.392847123435968
692,52_3_2,45.132,110.528,37.544,1.09,0.852,0.057,90.0,0.623,0.305,5.0,600.0,-0.5690815776205433,-0.0001572857181819,0.0011829678561686,0.01,52,110.0,725.0,72.24958949,7.272628837,815.9462070724785,23.72617637019142,-0.3815197444398814,0.9006661250348778,1.533473854730094,0.0002537472,0.00010604405,5.8014990000000005e-05,2.392847123435968
691,52_3_1,149.673,271.714,100.053,1.38,0.828,0.074,90.0,0.843,0.303,5.0,77.0,-0.5244957088604174,0.0003102744710108,0.0007231358952451,0.0275,52,110.0,725.0,72.24958949,7.272628837,815.9462070724785,23.72617637019142,-0.3815197444398814,0.9006661250348778,1.533473854730094,0.0002537472,0.00010604405,5.8014990000000005e-05,2.392847123435968
687,52_2_1,67.928,112.83,32.801,1.265,0.87,0.047,90.0,0.763,0.245,6.0,600.0,-0.5577003902230958,-0.000307852548743,0.0011729729342303,0.014444444444440001,52,110.0,725.0,72.24958949,7.272628837,815.9462070724785,23.72617637019142,-0.3815197444398814,0.9006661250348778,1.533473854730094,0.0002537472,0.00010604405,5.8014990000000005e-05,2.392847123435968
689,52_2_3,94.985,308.556,101.661,1.306,0.866,0.055,90.0,0.73,0.262,8.0,600.0,-0.5237519388389017,0.000183446740798,0.0007444798311175,0.027777777777769998,52,110.0,725.0,72.24958949,7.272628837,815.9462070724785,23.72617637019142,-0.3815197444398814,0.9006661250348778,1.533473854730094,0.0002537472,0.00010604405,5.8014990000000005e-05,2.392847123435968
688,52_2_2,67.353,244.082,71.399,1.15,0.864,0.033,90.0,0.754,0.151,8.0,128.6,-0.5414254980637448,-0.0002914072570415,0.0010459767290274,0.02083333333333,52,110.0,725.0,72.24958949,7.272628837,815.9462070724785,23.72617637019142,-0.3815197444398814,0.9006661250348778,1.533473854730094,0.0002537472,0.00010604405,5.8014990000000005e-05,2.392847123435968
686,52_1_4,48.912,204.937,43.458,1.197,0.849,0.056,98.0,0.606,0.237,29.0,65.4,-0.4362393837277503,-0.0016365840540068,0.0010497333287832,0.06194444444444001,52,110.0,725.0,72.24958949,7.272628837,815.9462070724785,23.72617637019142,-0.3815197444398814,0.9006661250348778,1.533473854730094,0.0002537472,0.00010604405,5.8014990000000005e-05,2.392847123435968
685,52_1_3,82.567,287.832,88.134,1.354,0.865,0.045,90.0,0.768,0.248,7.0,85.7,-0.5414522286969251,-1.7223409843033905e-05,0.0009736627019477,0.02083333333333,52,110.0,725.0,72.24958949,7.272628837,815.9462070724785,23.72617637019142,-0.3815197444398814,0.9006661250348778,1.533473854730094,0.0002537472,0.00010604405,5.8014990000000005e-05,2.392847123435968
684,52_1_2,125.001,257.898,78.78,1.216,0.848,0.041,90.0,0.817,0.181,7.0,89.4,-0.5073951862968472,1.878024173872766e-05,0.0006583987213189,0.034166666666659996,52,110.0,725.0,72.24958949,7.272628837,815.9462070724785,23.72617637019142,-0.3815197444398814,0.9006661250348778,1.533473854730094,0.0002537472,0.00010604405,5.8014990000000005e-05,2.392847123435968
683,52_1_1,59.357,221.055,71.393,1.148,0.831,0.063,94.0,0.595,0.285,9.0,79.3,-0.5371903914309869,-0.0001544138737076,0.00102524186529,0.0225,52,110.0,725.0,72.24958949,7.272628837,815.9462070724785,23.72617637019142,-0.3815197444398814,0.9006661250348778,1.533473854730094,0.0002537472,0.00010604405,5.8014990000000005e-05,2.392847123435968
